Epoch: 001, Loss: 1.945904, Train: 0.142857, Val: 0.316000, Test: 0.319000, Val_acc_best: 0.316000, Test_acc_best: 0.319000
Epoch: 002, Loss: 1.908847, Train: 0.142857, Val: 0.316000, Test: 0.319000, Val_acc_best: 0.316000, Test_acc_best: 0.319000
Epoch: 003, Loss: 1.874250, Train: 0.150000, Val: 0.474000, Test: 0.455000, Val_acc_best: 0.474000, Test_acc_best: 0.455000
Epoch: 004, Loss: 1.850080, Train: 0.157143, Val: 0.730000, Test: 0.756000, Val_acc_best: 0.730000, Test_acc_best: 0.756000
Epoch: 005, Loss: 1.817571, Train: 0.314286, Val: 0.796000, Test: 0.786000, Val_acc_best: 0.796000, Test_acc_best: 0.786000
Epoch: 006, Loss: 1.782044, Train: 0.335714, Val: 0.650000, Test: 0.646000, Val_acc_best: 0.796000, Test_acc_best: 0.786000
Epoch: 007, Loss: 1.742022, Train: 0.357143, Val: 0.670000, Test: 0.667000, Val_acc_best: 0.796000, Test_acc_best: 0.786000
Epoch: 008, Loss: 1.690485, Train: 0.364286, Val: 0.702000, Test: 0.697000, Val_acc_best: 0.796000, Test_acc_best: 0.786000
Epoch: 009, Loss: 1.653153, Train: 0.364286, Val: 0.718000, Test: 0.710000, Val_acc_best: 0.796000, Test_acc_best: 0.786000
Epoch: 010, Loss: 1.604907, Train: 0.657143, Val: 0.712000, Test: 0.709000, Val_acc_best: 0.796000, Test_acc_best: 0.786000
Epoch: 011, Loss: 1.552724, Train: 0.928571, Val: 0.694000, Test: 0.697000, Val_acc_best: 0.796000, Test_acc_best: 0.786000
Epoch: 012, Loss: 1.495337, Train: 0.928571, Val: 0.690000, Test: 0.691000, Val_acc_best: 0.796000, Test_acc_best: 0.786000
Epoch: 013, Loss: 1.440717, Train: 0.928571, Val: 0.686000, Test: 0.689000, Val_acc_best: 0.796000, Test_acc_best: 0.786000
Epoch: 014, Loss: 1.384779, Train: 0.928571, Val: 0.692000, Test: 0.691000, Val_acc_best: 0.796000, Test_acc_best: 0.786000
Epoch: 015, Loss: 1.337745, Train: 0.928571, Val: 0.688000, Test: 0.693000, Val_acc_best: 0.796000, Test_acc_best: 0.786000
Epoch: 016, Loss: 1.269276, Train: 0.928571, Val: 0.686000, Test: 0.693000, Val_acc_best: 0.796000, Test_acc_best: 0.786000
