Epoch: 001, Loss: 1.945588, Train: 0.282285, Val: 0.316000, Test: 0.319000, Val_acc_best: 0.316000, Test_acc_best: 0.319000
Epoch: 002, Loss: 1.914636, Train: 0.282285, Val: 0.316000, Test: 0.319000, Val_acc_best: 0.316000, Test_acc_best: 0.319000
Epoch: 003, Loss: 1.881035, Train: 0.282285, Val: 0.316000, Test: 0.319000, Val_acc_best: 0.316000, Test_acc_best: 0.319000
Epoch: 004, Loss: 1.848909, Train: 0.282285, Val: 0.316000, Test: 0.319000, Val_acc_best: 0.316000, Test_acc_best: 0.319000
Epoch: 005, Loss: 1.824508, Train: 0.282285, Val: 0.316000, Test: 0.319000, Val_acc_best: 0.316000, Test_acc_best: 0.319000
Epoch: 006, Loss: 1.809836, Train: 0.282285, Val: 0.316000, Test: 0.319000, Val_acc_best: 0.316000, Test_acc_best: 0.319000
Epoch: 007, Loss: 1.801712, Train: 0.282285, Val: 0.316000, Test: 0.319000, Val_acc_best: 0.316000, Test_acc_best: 0.319000
Epoch: 008, Loss: 1.790067, Train: 0.282285, Val: 0.316000, Test: 0.319000, Val_acc_best: 0.316000, Test_acc_best: 0.319000
Epoch: 009, Loss: 1.773716, Train: 0.283113, Val: 0.316000, Test: 0.319000, Val_acc_best: 0.316000, Test_acc_best: 0.319000
Epoch: 010, Loss: 1.761519, Train: 0.287252, Val: 0.316000, Test: 0.322000, Val_acc_best: 0.316000, Test_acc_best: 0.322000
Epoch: 011, Loss: 1.743541, Train: 0.289735, Val: 0.318000, Test: 0.324000, Val_acc_best: 0.318000, Test_acc_best: 0.324000
Epoch: 012, Loss: 1.732648, Train: 0.312086, Val: 0.336000, Test: 0.334000, Val_acc_best: 0.336000, Test_acc_best: 0.334000
Epoch: 013, Loss: 1.715685, Train: 0.319536, Val: 0.346000, Test: 0.345000, Val_acc_best: 0.346000, Test_acc_best: 0.345000
Epoch: 014, Loss: 1.702499, Train: 0.323675, Val: 0.348000, Test: 0.352000, Val_acc_best: 0.348000, Test_acc_best: 0.352000
Epoch: 015, Loss: 1.687760, Train: 0.322020, Val: 0.346000, Test: 0.350000, Val_acc_best: 0.348000, Test_acc_best: 0.352000
Epoch: 016, Loss: 1.672500, Train: 0.320364, Val: 0.344000, Test: 0.348000, Val_acc_best: 0.348000, Test_acc_best: 0.352000
Epoch: 017, Loss: 1.652523, Train: 0.324503, Val: 0.346000, Test: 0.354000, Val_acc_best: 0.348000, Test_acc_best: 0.354000
Epoch: 018, Loss: 1.637607, Train: 0.336093, Val: 0.358000, Test: 0.362000, Val_acc_best: 0.358000, Test_acc_best: 0.362000
Epoch: 019, Loss: 1.624366, Train: 0.354305, Val: 0.378000, Test: 0.381000, Val_acc_best: 0.378000, Test_acc_best: 0.381000
Epoch: 020, Loss: 1.606955, Train: 0.378311, Val: 0.410000, Test: 0.402000, Val_acc_best: 0.410000, Test_acc_best: 0.402000
Epoch: 021, Loss: 1.591315, Train: 0.398179, Val: 0.438000, Test: 0.417000, Val_acc_best: 0.438000, Test_acc_best: 0.417000
Epoch: 022, Loss: 1.574147, Train: 0.428808, Val: 0.448000, Test: 0.440000, Val_acc_best: 0.448000, Test_acc_best: 0.440000
Epoch: 023, Loss: 1.554958, Train: 0.456954, Val: 0.460000, Test: 0.459000, Val_acc_best: 0.460000, Test_acc_best: 0.459000
Epoch: 024, Loss: 1.534998, Train: 0.467715, Val: 0.474000, Test: 0.465000, Val_acc_best: 0.474000, Test_acc_best: 0.465000
Epoch: 025, Loss: 1.513618, Train: 0.471854, Val: 0.476000, Test: 0.468000, Val_acc_best: 0.476000, Test_acc_best: 0.468000
Epoch: 026, Loss: 1.498821, Train: 0.472682, Val: 0.474000, Test: 0.468000, Val_acc_best: 0.476000, Test_acc_best: 0.468000
Epoch: 027, Loss: 1.477432, Train: 0.487583, Val: 0.486000, Test: 0.471000, Val_acc_best: 0.486000, Test_acc_best: 0.471000
Epoch: 028, Loss: 1.462057, Train: 0.512417, Val: 0.504000, Test: 0.488000, Val_acc_best: 0.504000, Test_acc_best: 0.488000
Epoch: 029, Loss: 1.439358, Train: 0.553808, Val: 0.536000, Test: 0.520000, Val_acc_best: 0.536000, Test_acc_best: 0.520000
