Epoch: 001, Loss: 1.939695, Train: 0.282285, Val: 0.316000, Test: 0.319000, Val_acc_best: 0.316000, Test_acc_best: 0.319000
Epoch: 002, Loss: 1.912535, Train: 0.282285, Val: 0.316000, Test: 0.319000, Val_acc_best: 0.316000, Test_acc_best: 0.319000
Epoch: 003, Loss: 1.886032, Train: 0.282285, Val: 0.316000, Test: 0.319000, Val_acc_best: 0.316000, Test_acc_best: 0.319000
Epoch: 004, Loss: 1.870921, Train: 0.282285, Val: 0.316000, Test: 0.319000, Val_acc_best: 0.316000, Test_acc_best: 0.319000
Epoch: 005, Loss: 1.862522, Train: 0.282285, Val: 0.316000, Test: 0.319000, Val_acc_best: 0.316000, Test_acc_best: 0.319000
Epoch: 006, Loss: 1.851117, Train: 0.283113, Val: 0.316000, Test: 0.319000, Val_acc_best: 0.316000, Test_acc_best: 0.319000
Epoch: 007, Loss: 1.833679, Train: 0.283113, Val: 0.316000, Test: 0.319000, Val_acc_best: 0.316000, Test_acc_best: 0.319000
Epoch: 008, Loss: 1.818396, Train: 0.289735, Val: 0.320000, Test: 0.325000, Val_acc_best: 0.320000, Test_acc_best: 0.325000
Epoch: 009, Loss: 1.818666, Train: 0.334437, Val: 0.356000, Test: 0.364000, Val_acc_best: 0.356000, Test_acc_best: 0.364000
Epoch: 010, Loss: 1.798457, Train: 0.409768, Val: 0.422000, Test: 0.417000, Val_acc_best: 0.422000, Test_acc_best: 0.417000
Epoch: 011, Loss: 1.787726, Train: 0.436258, Val: 0.456000, Test: 0.452000, Val_acc_best: 0.456000, Test_acc_best: 0.452000
Epoch: 012, Loss: 1.770636, Train: 0.453642, Val: 0.462000, Test: 0.456000, Val_acc_best: 0.462000, Test_acc_best: 0.456000
Epoch: 013, Loss: 1.768763, Train: 0.469371, Val: 0.478000, Test: 0.472000, Val_acc_best: 0.478000, Test_acc_best: 0.472000
Epoch: 014, Loss: 1.750336, Train: 0.474338, Val: 0.478000, Test: 0.476000, Val_acc_best: 0.478000, Test_acc_best: 0.476000
Epoch: 015, Loss: 1.751233, Train: 0.484272, Val: 0.486000, Test: 0.482000, Val_acc_best: 0.486000, Test_acc_best: 0.482000
Epoch: 016, Loss: 1.718878, Train: 0.513245, Val: 0.508000, Test: 0.494000, Val_acc_best: 0.508000, Test_acc_best: 0.494000
Epoch: 017, Loss: 1.695581, Train: 0.552980, Val: 0.538000, Test: 0.521000, Val_acc_best: 0.538000, Test_acc_best: 0.521000
Epoch: 018, Loss: 1.693029, Train: 0.579470, Val: 0.562000, Test: 0.551000, Val_acc_best: 0.562000, Test_acc_best: 0.551000
Epoch: 019, Loss: 1.691541, Train: 0.605132, Val: 0.608000, Test: 0.569000, Val_acc_best: 0.608000, Test_acc_best: 0.569000
Epoch: 020, Loss: 1.683056, Train: 0.632450, Val: 0.628000, Test: 0.610000, Val_acc_best: 0.628000, Test_acc_best: 0.610000
Epoch: 021, Loss: 1.667311, Train: 0.653146, Val: 0.644000, Test: 0.628000, Val_acc_best: 0.644000, Test_acc_best: 0.628000
