Epoch: 001, Loss: 1.948001, Train: 0.292857, Val: 0.230000, Test: 0.260000, Test_acc_best: 0.260000
Epoch: 002, Loss: 1.940425, Train: 0.214286, Val: 0.140000, Test: 0.174000, Test_acc_best: 0.260000
Epoch: 003, Loss: 1.936171, Train: 0.278571, Val: 0.116000, Test: 0.146000, Test_acc_best: 0.260000
Epoch: 004, Loss: 1.932948, Train: 0.292857, Val: 0.174000, Test: 0.163000, Test_acc_best: 0.260000
Epoch: 005, Loss: 1.925335, Train: 0.250000, Val: 0.122000, Test: 0.114000, Test_acc_best: 0.260000
Epoch: 006, Loss: 1.925191, Train: 0.207143, Val: 0.120000, Test: 0.107000, Test_acc_best: 0.260000
Epoch: 007, Loss: 1.919485, Train: 0.200000, Val: 0.120000, Test: 0.108000, Test_acc_best: 0.260000
Epoch: 008, Loss: 1.921532, Train: 0.200000, Val: 0.118000, Test: 0.108000, Test_acc_best: 0.260000
Epoch: 009, Loss: 1.915911, Train: 0.200000, Val: 0.118000, Test: 0.109000, Test_acc_best: 0.260000
Epoch: 010, Loss: 1.913719, Train: 0.214286, Val: 0.118000, Test: 0.111000, Test_acc_best: 0.260000
Epoch: 011, Loss: 1.913647, Train: 0.228571, Val: 0.118000, Test: 0.119000, Test_acc_best: 0.260000
Epoch: 012, Loss: 1.906802, Train: 0.278571, Val: 0.126000, Test: 0.142000, Test_acc_best: 0.260000
Epoch: 013, Loss: 1.908222, Train: 0.442857, Val: 0.234000, Test: 0.248000, Test_acc_best: 0.260000
Epoch: 014, Loss: 1.908852, Train: 0.664286, Val: 0.400000, Test: 0.409000, Test_acc_best: 0.409000
Epoch: 015, Loss: 1.902302, Train: 0.742857, Val: 0.524000, Test: 0.501000, Test_acc_best: 0.501000
Epoch: 016, Loss: 1.901988, Train: 0.757143, Val: 0.564000, Test: 0.566000, Test_acc_best: 0.566000
Epoch: 017, Loss: 1.904045, Train: 0.735714, Val: 0.556000, Test: 0.582000, Test_acc_best: 0.582000
Epoch: 018, Loss: 1.904732, Train: 0.721429, Val: 0.526000, Test: 0.544000, Test_acc_best: 0.582000
Epoch: 019, Loss: 1.902091, Train: 0.714286, Val: 0.522000, Test: 0.515000, Test_acc_best: 0.582000
Epoch: 020, Loss: 1.897409, Train: 0.642857, Val: 0.466000, Test: 0.459000, Test_acc_best: 0.582000
Epoch: 021, Loss: 1.897650, Train: 0.578571, Val: 0.430000, Test: 0.417000, Test_acc_best: 0.582000
Epoch: 022, Loss: 1.898129, Train: 0.585714, Val: 0.438000, Test: 0.414000, Test_acc_best: 0.582000
Epoch: 023, Loss: 1.893760, Train: 0.642857, Val: 0.470000, Test: 0.457000, Test_acc_best: 0.582000
Epoch: 024, Loss: 1.889890, Train: 0.650000, Val: 0.482000, Test: 0.478000, Test_acc_best: 0.582000
Epoch: 025, Loss: 1.896279, Train: 0.664286, Val: 0.546000, Test: 0.548000, Test_acc_best: 0.582000
Epoch: 026, Loss: 1.883280, Train: 0.692857, Val: 0.588000, Test: 0.593000, Test_acc_best: 0.593000
Epoch: 027, Loss: 1.883288, Train: 0.714286, Val: 0.598000, Test: 0.610000, Test_acc_best: 0.610000
Epoch: 028, Loss: 1.875647, Train: 0.728571, Val: 0.610000, Test: 0.630000, Test_acc_best: 0.630000
Epoch: 029, Loss: 1.871301, Train: 0.735714, Val: 0.624000, Test: 0.633000, Test_acc_best: 0.633000
Epoch: 030, Loss: 1.882633, Train: 0.807143, Val: 0.650000, Test: 0.649000, Test_acc_best: 0.649000
Epoch: 031, Loss: 1.878279, Train: 0.807143, Val: 0.614000, Test: 0.594000, Test_acc_best: 0.649000
Epoch: 032, Loss: 1.878622, Train: 0.771429, Val: 0.540000, Test: 0.527000, Test_acc_best: 0.649000
Epoch: 033, Loss: 1.862145, Train: 0.714286, Val: 0.508000, Test: 0.497000, Test_acc_best: 0.649000
Epoch: 034, Loss: 1.855154, Train: 0.692857, Val: 0.488000, Test: 0.483000, Test_acc_best: 0.649000
Epoch: 035, Loss: 1.862958, Train: 0.714286, Val: 0.498000, Test: 0.491000, Test_acc_best: 0.649000
Epoch: 036, Loss: 1.852611, Train: 0.721429, Val: 0.510000, Test: 0.490000, Test_acc_best: 0.649000
Epoch: 037, Loss: 1.846234, Train: 0.700000, Val: 0.514000, Test: 0.488000, Test_acc_best: 0.649000
Epoch: 038, Loss: 1.854426, Train: 0.692857, Val: 0.496000, Test: 0.488000, Test_acc_best: 0.649000
Epoch: 039, Loss: 1.842390, Train: 0.714286, Val: 0.454000, Test: 0.466000, Test_acc_best: 0.649000
Epoch: 040, Loss: 1.849472, Train: 0.692857, Val: 0.450000, Test: 0.463000, Test_acc_best: 0.649000
Epoch: 041, Loss: 1.842293, Train: 0.678571, Val: 0.450000, Test: 0.457000, Test_acc_best: 0.649000
Epoch: 042, Loss: 1.842881, Train: 0.671429, Val: 0.452000, Test: 0.473000, Test_acc_best: 0.649000
Epoch: 043, Loss: 1.830776, Train: 0.714286, Val: 0.520000, Test: 0.508000, Test_acc_best: 0.649000
Epoch: 044, Loss: 1.818301, Train: 0.750000, Val: 0.574000, Test: 0.573000, Test_acc_best: 0.649000
Epoch: 045, Loss: 1.815075, Train: 0.792857, Val: 0.630000, Test: 0.616000, Test_acc_best: 0.649000
Epoch: 046, Loss: 1.819732, Train: 0.814286, Val: 0.668000, Test: 0.664000, Test_acc_best: 0.664000
Epoch: 047, Loss: 1.809750, Train: 0.792857, Val: 0.690000, Test: 0.681000, Test_acc_best: 0.681000
Epoch: 048, Loss: 1.808045, Train: 0.792857, Val: 0.678000, Test: 0.671000, Test_acc_best: 0.681000
Epoch: 049, Loss: 1.790717, Train: 0.800000, Val: 0.658000, Test: 0.649000, Test_acc_best: 0.681000
Epoch: 050, Loss: 1.790260, Train: 0.785714, Val: 0.626000, Test: 0.612000, Test_acc_best: 0.681000
Epoch: 051, Loss: 1.784815, Train: 0.714286, Val: 0.562000, Test: 0.560000, Test_acc_best: 0.681000
Epoch: 052, Loss: 1.785134, Train: 0.692857, Val: 0.520000, Test: 0.516000, Test_acc_best: 0.681000
Epoch: 053, Loss: 1.756391, Train: 0.685714, Val: 0.508000, Test: 0.502000, Test_acc_best: 0.681000
