Epoch: 001, Loss: 1.948529, Train: 0.307143, Val: 0.196000, Test: 0.223000, Test_acc_best: 0.223000
Epoch: 002, Loss: 1.941248, Train: 0.328571, Val: 0.210000, Test: 0.234000, Test_acc_best: 0.234000
Epoch: 003, Loss: 1.942560, Train: 0.342857, Val: 0.242000, Test: 0.256000, Test_acc_best: 0.256000
Epoch: 004, Loss: 1.931356, Train: 0.485714, Val: 0.312000, Test: 0.332000, Test_acc_best: 0.332000
Epoch: 005, Loss: 1.934329, Train: 0.685714, Val: 0.396000, Test: 0.426000, Test_acc_best: 0.426000
Epoch: 006, Loss: 1.925839, Train: 0.771429, Val: 0.514000, Test: 0.525000, Test_acc_best: 0.525000
Epoch: 007, Loss: 1.914671, Train: 0.807143, Val: 0.592000, Test: 0.560000, Test_acc_best: 0.560000
Epoch: 008, Loss: 1.916006, Train: 0.857143, Val: 0.648000, Test: 0.635000, Test_acc_best: 0.635000
Epoch: 009, Loss: 1.911038, Train: 0.892857, Val: 0.690000, Test: 0.681000, Test_acc_best: 0.681000
Epoch: 010, Loss: 1.905490, Train: 0.871429, Val: 0.704000, Test: 0.709000, Test_acc_best: 0.709000
Epoch: 011, Loss: 1.889994, Train: 0.892857, Val: 0.738000, Test: 0.749000, Test_acc_best: 0.749000
Epoch: 012, Loss: 1.889203, Train: 0.871429, Val: 0.766000, Test: 0.784000, Test_acc_best: 0.784000
Epoch: 013, Loss: 1.883447, Train: 0.864286, Val: 0.768000, Test: 0.778000, Test_acc_best: 0.784000
Epoch: 014, Loss: 1.883114, Train: 0.864286, Val: 0.762000, Test: 0.772000, Test_acc_best: 0.784000
Epoch: 015, Loss: 1.885592, Train: 0.864286, Val: 0.756000, Test: 0.770000, Test_acc_best: 0.784000
Epoch: 016, Loss: 1.860256, Train: 0.871429, Val: 0.754000, Test: 0.772000, Test_acc_best: 0.784000
Epoch: 017, Loss: 1.845410, Train: 0.878571, Val: 0.748000, Test: 0.776000, Test_acc_best: 0.784000
Epoch: 018, Loss: 1.848856, Train: 0.885714, Val: 0.756000, Test: 0.783000, Test_acc_best: 0.784000
Epoch: 019, Loss: 1.847410, Train: 0.892857, Val: 0.736000, Test: 0.772000, Test_acc_best: 0.784000
Epoch: 020, Loss: 1.841743, Train: 0.878571, Val: 0.728000, Test: 0.762000, Test_acc_best: 0.784000
Epoch: 021, Loss: 1.808451, Train: 0.885714, Val: 0.720000, Test: 0.750000, Test_acc_best: 0.784000
Epoch: 022, Loss: 1.833382, Train: 0.892857, Val: 0.730000, Test: 0.732000, Test_acc_best: 0.784000
Epoch: 023, Loss: 1.782595, Train: 0.892857, Val: 0.714000, Test: 0.720000, Test_acc_best: 0.784000
Epoch: 024, Loss: 1.817282, Train: 0.885714, Val: 0.698000, Test: 0.715000, Test_acc_best: 0.784000
Epoch: 025, Loss: 1.807805, Train: 0.885714, Val: 0.676000, Test: 0.710000, Test_acc_best: 0.784000
Epoch: 026, Loss: 1.794985, Train: 0.885714, Val: 0.670000, Test: 0.694000, Test_acc_best: 0.784000
Epoch: 027, Loss: 1.757511, Train: 0.871429, Val: 0.654000, Test: 0.684000, Test_acc_best: 0.784000
Epoch: 028, Loss: 1.751495, Train: 0.864286, Val: 0.652000, Test: 0.674000, Test_acc_best: 0.784000
Epoch: 029, Loss: 1.746817, Train: 0.871429, Val: 0.660000, Test: 0.684000, Test_acc_best: 0.784000
Epoch: 030, Loss: 1.759242, Train: 0.892857, Val: 0.684000, Test: 0.714000, Test_acc_best: 0.784000
Epoch: 031, Loss: 1.746886, Train: 0.921429, Val: 0.734000, Test: 0.742000, Test_acc_best: 0.784000
Epoch: 032, Loss: 1.779301, Train: 0.928571, Val: 0.758000, Test: 0.768000, Test_acc_best: 0.784000
Epoch: 033, Loss: 1.725434, Train: 0.942857, Val: 0.770000, Test: 0.783000, Test_acc_best: 0.784000
Epoch: 034, Loss: 1.708243, Train: 0.942857, Val: 0.780000, Test: 0.791000, Test_acc_best: 0.791000
Epoch: 035, Loss: 1.711328, Train: 0.935714, Val: 0.786000, Test: 0.807000, Test_acc_best: 0.807000
Epoch: 036, Loss: 1.664483, Train: 0.942857, Val: 0.788000, Test: 0.813000, Test_acc_best: 0.813000
Epoch: 037, Loss: 1.696010, Train: 0.942857, Val: 0.796000, Test: 0.816000, Test_acc_best: 0.816000
Epoch: 038, Loss: 1.669677, Train: 0.942857, Val: 0.802000, Test: 0.813000, Test_acc_best: 0.816000
Epoch: 039, Loss: 1.652811, Train: 0.950000, Val: 0.800000, Test: 0.811000, Test_acc_best: 0.816000
Epoch: 040, Loss: 1.639709, Train: 0.950000, Val: 0.810000, Test: 0.810000, Test_acc_best: 0.816000
Epoch: 041, Loss: 1.618769, Train: 0.950000, Val: 0.806000, Test: 0.808000, Test_acc_best: 0.816000
