Epoch: 001, Loss: 1.938584, Train: 0.157143, Val: 0.172000, Test: 0.161000, Val_acc_best: 0.172000, Test_acc_best: 0.161000
Epoch: 002, Loss: 1.946100, Train: 0.178571, Val: 0.186000, Test: 0.165000, Val_acc_best: 0.186000, Test_acc_best: 0.165000
Epoch: 003, Loss: 1.941998, Train: 0.192857, Val: 0.196000, Test: 0.172000, Val_acc_best: 0.196000, Test_acc_best: 0.172000
Epoch: 004, Loss: 1.939340, Train: 0.192857, Val: 0.186000, Test: 0.165000, Val_acc_best: 0.196000, Test_acc_best: 0.172000
Epoch: 005, Loss: 1.938797, Train: 0.200000, Val: 0.194000, Test: 0.167000, Val_acc_best: 0.196000, Test_acc_best: 0.172000
Epoch: 006, Loss: 1.939037, Train: 0.221429, Val: 0.208000, Test: 0.181000, Val_acc_best: 0.208000, Test_acc_best: 0.181000
Epoch: 007, Loss: 1.936778, Train: 0.257143, Val: 0.218000, Test: 0.197000, Val_acc_best: 0.218000, Test_acc_best: 0.197000
Epoch: 008, Loss: 1.933268, Train: 0.335714, Val: 0.234000, Test: 0.228000, Val_acc_best: 0.234000, Test_acc_best: 0.228000
Epoch: 009, Loss: 1.937387, Train: 0.392857, Val: 0.266000, Test: 0.254000, Val_acc_best: 0.266000, Test_acc_best: 0.254000
Epoch: 010, Loss: 1.931058, Train: 0.521429, Val: 0.346000, Test: 0.306000, Val_acc_best: 0.346000, Test_acc_best: 0.306000
Epoch: 011, Loss: 1.930778, Train: 0.592857, Val: 0.404000, Test: 0.381000, Val_acc_best: 0.404000, Test_acc_best: 0.381000
Epoch: 012, Loss: 1.925148, Train: 0.700000, Val: 0.450000, Test: 0.436000, Val_acc_best: 0.450000, Test_acc_best: 0.436000
Epoch: 013, Loss: 1.926374, Train: 0.750000, Val: 0.482000, Test: 0.486000, Val_acc_best: 0.482000, Test_acc_best: 0.486000
Epoch: 014, Loss: 1.926803, Train: 0.778571, Val: 0.498000, Test: 0.506000, Val_acc_best: 0.498000, Test_acc_best: 0.506000
Epoch: 015, Loss: 1.920115, Train: 0.800000, Val: 0.504000, Test: 0.510000, Val_acc_best: 0.504000, Test_acc_best: 0.510000
Epoch: 016, Loss: 1.918583, Train: 0.821429, Val: 0.504000, Test: 0.513000, Val_acc_best: 0.504000, Test_acc_best: 0.513000
Epoch: 017, Loss: 1.916145, Train: 0.821429, Val: 0.524000, Test: 0.538000, Val_acc_best: 0.524000, Test_acc_best: 0.538000
Epoch: 018, Loss: 1.915522, Train: 0.842857, Val: 0.572000, Test: 0.577000, Val_acc_best: 0.572000, Test_acc_best: 0.577000
Epoch: 019, Loss: 1.913953, Train: 0.864286, Val: 0.620000, Test: 0.611000, Val_acc_best: 0.620000, Test_acc_best: 0.611000
Epoch: 020, Loss: 1.911549, Train: 0.892857, Val: 0.642000, Test: 0.641000, Val_acc_best: 0.642000, Test_acc_best: 0.641000
Epoch: 021, Loss: 1.909495, Train: 0.907143, Val: 0.660000, Test: 0.645000, Val_acc_best: 0.660000, Test_acc_best: 0.645000
Epoch: 022, Loss: 1.911699, Train: 0.914286, Val: 0.662000, Test: 0.651000, Val_acc_best: 0.662000, Test_acc_best: 0.651000
