val_acc,test_acc,lr,hidden_layer,dropout,weight_decay,GNN
0.624,0.603,0.004965889093635276,172,0.4,0.007359027097147324,GAT
0.808,0.818,0.00020472994803936266,16,0.6,0.00013210289523436333,GAT
0.68,0.65,0.0027184596810494828,381,0.5,0.007244067631659618,GAT
0.814,0.847,0.0011501193002914165,416,0.8,0.00012766300827023001,GAT
0.82,0.833,0.002520701359455748,23,0.6,0.0005716529686773129,GAT
0.808,0.827,0.0019965764042149123,85,0.2,0.00027576152162911725,GAT
0.802,0.822,0.0002512307151332536,277,0.9,0.002920259776850717,GAT
0.736,0.745,0.0019733558560079694,109,0.6,0.005361613784416148,GAT
0.822,0.83,0.00045523363211452157,172,0.5,0.0012104471603857432,GAT
0.812,0.83,0.00016131198058377255,246,0.8,0.000682326473450559,GAT
0.644,0.661,0.00016514302343265718,21,0.9,0.0001309471056584049,GAT
0.77,0.779,0.0032211673226854604,500,0.9,0.000623139957209763,GAT
0.822,0.844,0.001228965656559452,404,0.9,0.0011515301750533087,GAT
0.818,0.832,0.0017992555078464455,93,0.6,0.0006874571028815007,GAT
0.81,0.825,0.002540663338565106,84,0.3,0.0005424681497365606,GAT
0.75,0.759,0.00043395591467716607,67,0.1,0.006962038840230077,GAT
0.808,0.823,0.0017082777056598268,61,0.2,0.0010304330300504399,GAT
0.802,0.803,0.00014924943419669816,45,0.2,0.0010781168691611825,GAT
0.818,0.83,0.008301841620199042,89,0.7,0.0031178756186714153,GAT
0.8,0.803,0.0008135005904073451,85,0.2,0.0001303402011979382,GAT
0.824,0.843,0.001345349447379294,88,0.8,0.0024155638125559617,GAT
0.812,0.826,0.0004074539585793517,259,0.6,0.0011353726979518087,GAT
0.808,0.821,0.001527578026411106,31,0.3,0.00046096082357355853,GAT
0.812,0.836,0.00040663609037126786,355,0.8,0.0011737342706495233,GAT
0.8,0.813,0.00269472055550366,469,0.2,0.0013548524771584993,GAT
0.808,0.824,0.0006300705574620861,50,0.4,0.001148246891183427,GAT
0.818,0.835,0.0042596438926622215,428,0.7,0.0004036763714041347,GAT
0.66,0.639,0.0020032378052934107,79,0.3,0.006119479655653585,GAT
0.818,0.83,0.0003197856892780408,169,0.9,0.0030747843642425386,GAT
0.804,0.816,0.0016709050126198783,10,0.2,0.0010146691411955816,GAT
0.81,0.821,0.0006231552351289499,288,0.5,0.0006344797621121616,GAT
0.8,0.818,0.0007034731175981186,316,0.3,0.00037467680062898764,GAT
0.82,0.836,0.0009044286455138556,248,0.5,0.0007130870379711711,GAT
0.802,0.815,0.000313205420443001,125,0.3,0.00033406383892903486,GAT
0.8,0.8,0.0031272192696589606,443,0.5,0.004920988362187394,GAT
0.806,0.823,0.0011005869120221997,467,0.2,0.0002587584377121244,GAT
0.814,0.824,0.0010257665925195469,446,0.2,0.00021809597137070625,GAT
0.808,0.82,0.00011854806688012537,264,0.7,0.00013266139835475354,GAT
0.814,0.839,0.0009731357875889396,279,0.6,0.0001741950363796778,GAT
0.818,0.832,0.0002082283735808744,351,0.8,0.0025171656993902953,GAT
0.8,0.817,0.0001034765548003687,116,0.8,0.0005171369468116342,GAT
0.822,0.838,0.0010047411952843505,185,0.8,0.00019814365690210199,GAT
0.776,0.777,0.0001050275410705493,444,0.5,0.005567256721309668,GAT
0.814,0.83,0.008985359441226312,54,0.6,0.0001620281355561964,GAT
0.812,0.81,0.0005765694117007823,83,0.9,0.006247971193736004,GAT
0.566,0.549,0.004796117716904412,83,0.1,0.0077979555638073555,GAT
0.81,0.827,0.00953103617348502,268,0.5,0.00019411620702384298,GAT
0.816,0.837,0.0028605070539943584,113,0.9,0.00010620449326553697,GAT
0.788,0.808,0.00013196446522081382,230,0.8,0.008574474791480822,GAT
0.774,0.789,0.00012365410549568912,323,0.2,0.009924919346894602,GAT
0.778,0.783,0.0001678365376913743,323,0.4,0.005502604924989236,GAT
0.806,0.825,0.00024003687344854814,482,0.6,0.0007497951164590707,GAT
0.82,0.818,0.0067356995431897704,485,0.3,0.0004507039843797022,GAT
0.806,0.817,0.0006927674621046417,410,0.2,0.0023314805921330257,GAT
0.812,0.825,0.0009546015575629236,287,0.4,0.0016050038087291382,GAT
0.83,0.838,0.0069329029438550795,247,0.8,0.0009306509938132423,GAT
0.8,0.805,0.0003269689644296358,81,0.2,0.0001905845623603198,GAT
0.816,0.835,0.0016242111859633064,165,0.5,0.0012716019133384982,GAT
0.806,0.815,0.00017248341749439718,467,0.2,0.00013480607174512632,GAT
0.804,0.808,0.0011314617421834547,206,0.2,0.0032488548195111003,GAT
0.802,0.812,0.00011189319894917733,414,0.8,0.009770164947789243,GAT
0.814,0.824,0.00027590626315948967,215,0.8,0.0014439744449577599,GAT
0.794,0.805,0.0008498044058451313,165,0.9,0.0006493789308367878,GAT
0.808,0.818,0.001278572613094537,480,0.2,0.0021478969615462227,GAT
0.746,0.731,0.0003456646448812123,451,0.2,0.006323016090974574,GAT
0.74,0.751,0.0014089872462802109,48,0.9,0.009202061660119502,GAT
0.824,0.842,0.0017455938680799392,344,0.7,0.0017201842149958363,GAT
0.812,0.811,0.0065720792874161965,213,0.7,0.004652992418842793,GAT
0.814,0.838,0.00044241732873281133,443,0.8,0.0008498051533045188,GAT
0.812,0.827,0.0014640513811376087,251,0.4,0.0006516834396329146,GAT
0.82,0.836,0.004711667613981255,440,0.7,0.0013278638841506824,GAT
0.83,0.851,0.0046129771280651695,294,0.8,0.000334627737214587,GAT
0.82,0.823,0.009138684115185225,234,0.3,0.0018094841429203705,GAT
0.822,0.82,0.0021397565009901253,458,0.5,0.003387517284566055,GAT
0.658,0.639,0.005021211188310268,301,0.7,0.007640557331336929,GAT
0.81,0.817,0.0013859768649318912,187,0.7,0.003503501219114169,GAT
0.78,0.793,0.0003600140586284094,10,0.5,0.005569716599583601,GAT
0.808,0.821,0.00028868981418659636,249,0.7,0.0006793479166161177,GAT
0.786,0.799,0.000216515015041632,158,0.1,0.0034778678562391637,GAT
0.804,0.814,0.00024007742727632389,235,0.5,0.0001775894336069965,GAT
0.692,0.691,0.0006221623933194201,198,0.1,0.008166024159172709,GAT
0.818,0.829,0.0003159209071645918,281,0.9,0.0012216923485529082,GAT
0.638,0.621,0.0030181506708313105,470,0.4,0.007480758892709166,GAT
0.798,0.798,0.00025577706249002287,32,0.3,0.00038951082595367945,GAT
0.8,0.812,0.00012125162652747555,308,0.3,0.0006487283446890001,GAT
0.81,0.832,0.00015107805365287809,223,0.9,0.00014340136919869086,GAT
0.818,0.826,0.0030439838476691095,107,0.3,0.0017590218348153236,GAT
0.822,0.837,0.0021109384489610724,498,0.7,0.0002163274073307335,GAT
0.824,0.824,0.001521105117935616,211,0.4,0.0009310233167891938,GAT
0.718,0.716,0.008575654956457703,226,0.9,0.006344093001061364,GAT
0.804,0.813,0.000705761286547919,342,0.2,0.0006798644475201781,GAT
0.808,0.812,0.0005944115136428943,495,0.2,0.00023241845563972525,GAT
0.81,0.827,0.0005071578165643111,469,0.9,0.004685399926033785,GAT
0.818,0.842,0.003991657635085194,390,0.8,0.0005908018227777109,GAT
0.782,0.805,0.00031274694885045825,16,0.9,0.0003928283599225432,GAT
0.818,0.82,0.00032545954898667134,28,0.9,0.0031039156466450744,GAT
0.762,0.753,0.006382037865029452,275,0.9,0.0047362883962105504,GAT
0.814,0.829,0.0013520118767076548,332,0.4,0.0014320600064872911,GAT
0.8,0.818,0.00012311457968320437,459,0.2,0.0004778783687938508,GAT
0.766,0.764,0.006733905468175413,104,0.7,0.0058988169202400745,GAT
0.806,0.826,0.0005586302325437029,253,0.8,0.001120836460471325,GAT
0.814,0.837,0.0009229126262653714,188,0.9,0.001134197436259683,GAT
0.764,0.755,0.0003450116564668419,148,0.3,0.0075853364492004536,GAT
0.812,0.827,0.003038043903118859,286,0.3,0.00029180574840625956,GAT
0.81,0.83,0.00011222457182645803,450,0.5,0.0001837722667045447,GAT
0.82,0.845,0.005847585764595402,181,0.6,0.0003734504811712568,GAT
0.812,0.827,0.0028567462528537404,463,0.4,0.0014711578761742138,GAT
0.816,0.838,0.0006953124029358195,91,0.7,0.0016892235512730755,GAT
0.828,0.837,0.0028766806075641005,146,0.5,0.00022644523536024418,GAT
0.796,0.807,0.005728388229415951,380,0.2,0.0027363531557948106,GAT
0.81,0.83,0.0007995786664099809,117,0.6,0.0008175873504726078,GAT
0.802,0.815,0.00011242346186448835,372,0.6,0.0001306705445063742,GAT
0.824,0.849,0.0032710512462483608,168,0.9,0.0002562363908802989,GAT
0.824,0.832,0.0027899842226016963,92,0.8,0.0001587299106636755,GAT
0.806,0.834,0.0002930050045118864,329,0.9,0.0005753430404264278,GAT
0.652,0.664,0.0017021931512679793,291,0.4,0.007068646364002468,GAT
0.802,0.818,0.0002043254260605765,320,0.1,0.0012607288897866545,GAT
0.81,0.816,0.000899307261825209,495,0.3,0.002494769197715315,GAT
0.81,0.817,0.0017314575681213987,63,0.1,0.0008521024751905129,GAT
0.816,0.835,0.0005529202098628036,244,0.7,0.0005379963509290981,GAT
0.818,0.835,0.00869233159886327,200,0.7,0.0003043687241085546,GAT
0.774,0.782,0.0005677391494662645,90,0.3,0.005074337807754752,GAT
0.816,0.822,0.006754825514813049,476,0.3,0.0007195670230535549,GAT
0.812,0.821,0.0003354589660127687,61,0.6,0.002222286346466757,GAT
0.82,0.85,0.00033202259570901864,189,0.9,0.0001849895711878249,GAT
0.806,0.822,0.00038061598383003453,376,0.7,0.00027692523792651407,GAT
0.81,0.8,0.0006826934922964055,411,0.1,0.003900016074768246,GAT
0.802,0.812,0.0001857287425994624,456,0.4,0.0013401774267851787,GAT
0.808,0.797,0.001486075095221851,101,0.3,0.0037815470576547565,GAT
0.814,0.824,0.0009191680629094202,115,0.7,0.00013352089719447673,GAT
0.828,0.844,0.002351304828606438,182,0.8,0.0018118315633227587,GAT
0.816,0.826,0.00034416470976877717,495,0.7,0.00019913781099113555,GAT
0.804,0.815,0.0001961208471835162,348,0.1,0.0008934102390161781,GAT
0.768,0.784,0.0001733977784311794,407,0.7,0.005914784993998284,GAT
0.798,0.811,0.0002537706514090888,279,0.3,0.0029476353051214573,GAT
0.816,0.844,0.0014870975404459653,304,0.9,0.0005997739670917981,GAT
0.822,0.835,0.00033483907370964773,340,0.8,0.00016760372234472727,GAT
0.816,0.835,0.001167575417512643,342,0.6,0.00190670982718087,GAT
0.814,0.825,0.0009436686275162718,395,0.4,0.0002166299828606376,GAT
0.81,0.832,0.0012177162784663955,204,0.6,0.0002866180304638427,GAT
0.802,0.81,0.000898364996406892,22,0.5,0.0029221898764165526,GAT
0.794,0.796,0.0002892379194732714,61,0.7,0.0032586229006869656,GAT
0.804,0.811,0.0038417321684678135,186,0.1,0.0010058933994162187,GAT
0.81,0.816,0.00025247839066469297,107,0.3,0.0010668670779821253,GAT
0.8,0.808,0.00032556109930939055,271,0.2,0.003088965639970678,GAT
0.818,0.831,0.009812803589529783,139,0.3,0.0009821482287108603,GAT
0.828,0.842,0.0015174822305904635,273,0.7,0.00017749625714219862,GAT
0.806,0.824,0.0013462093360487519,67,0.2,0.0006837786862271859,GAT
0.816,0.831,0.001093439591931198,367,0.3,0.0002683081752572869,GAT
0.71,0.737,0.008085478823173169,430,0.9,0.00010204696345153621,GAT
0.742,0.749,0.00010330540950505774,330,0.9,0.00011268349774823883,GAT
0.79,0.786,0.00019536209145792712,231,0.6,0.004624831368460739,GAT
0.808,0.807,0.000892063624337644,209,0.3,0.0038123138109253107,GAT
0.81,0.83,0.002366630738404125,200,0.5,0.0002437550777114592,GAT
0.82,0.836,0.009637853550743694,477,0.5,0.00038303908200507233,GAT
0.806,0.819,0.0001220132800015462,167,0.3,0.0008408798517780776,GAT
0.816,0.829,0.0034820956410900527,403,0.3,0.00014733443511772388,GAT
0.816,0.837,0.00020460063523798476,445,0.8,0.0001028296056128946,GAT
0.802,0.82,0.0006276806377884482,222,0.1,0.0008615846033002921,GAT
0.802,0.814,0.0005552035391934112,333,0.3,0.00014995963990219082,GAT
0.802,0.817,0.004260496632145819,369,0.7,0.0036581637777082497,GAT
0.814,0.821,0.00041041083591420997,472,0.5,0.0006638787648342872,GAT
0.818,0.817,0.009206296739408964,363,0.2,0.0027087045871090412,GAT
0.828,0.839,0.003075592578094605,339,0.8,0.0015080096856509555,GAT
0.804,0.802,0.0001146258815594568,145,0.2,0.00010823902001738417,GAT
0.824,0.835,0.0028396219400766377,65,0.8,0.0009137271182350922,GAT
0.8,0.813,0.002723185533736826,386,0.1,0.000150258345143504,GAT
0.814,0.828,0.0003004784011736956,435,0.2,0.00030710375952528574,GAT
0.82,0.836,0.001109943389916306,77,0.6,0.00022814284523481836,GAT
0.82,0.842,0.001388512540269774,469,0.7,0.0002472418636305105,GAT
0.658,0.653,0.0031505470374285764,222,0.2,0.006480242167060277,GAT
0.806,0.816,0.00040205395567904304,309,0.3,0.001984101612581896,GAT
0.678,0.662,0.0005269764885230415,202,0.3,0.006964858968747374,GAT
0.768,0.76,0.00011652086708636919,60,0.9,0.0006378836217879361,GAT
0.814,0.826,0.0006732169089745434,416,0.6,0.0019449049745533628,GAT
0.806,0.822,0.004193932268578599,283,0.1,0.0006051397507123946,GAT
0.812,0.831,0.004287708849526276,364,0.3,0.00061002274167851,GAT
0.798,0.813,0.00030094648292259673,137,0.2,0.0014218139285194522,GAT
0.806,0.81,0.00017527378428880378,52,0.8,0.0006169749251823474,GAT
0.778,0.806,0.0007076354212542991,71,0.8,0.005531029526707862,GAT
0.814,0.816,0.00019848977200869145,173,0.4,0.001515462109359072,GAT
0.81,0.818,0.0004800744408612891,296,0.2,0.00011768611366614469,GAT
0.792,0.805,0.00022013687424136824,362,0.6,0.00386276123938761,GAT
0.798,0.819,0.0013407610897772744,34,0.9,0.0010810996249090295,GAT
0.818,0.825,0.005879299988865809,217,0.3,0.0005074641642005904,GAT
0.814,0.835,0.00015395939262922084,161,0.9,0.0004939744193774336,GAT
0.812,0.842,0.0018091222092606427,96,0.9,0.00033809597047117186,GAT
0.824,0.831,0.008044083402853897,142,0.3,0.0002948885394491126,GAT
0.684,0.689,0.005828476028197056,449,0.4,0.006659564498214424,GAT
0.802,0.826,0.0001576804758677907,26,0.8,0.0005019018463243483,GAT
0.806,0.808,0.008364023959777174,468,0.2,0.0034400226366406578,GAT
0.81,0.818,0.00012066604497854625,154,0.8,0.00040680752763200105,GAT
0.814,0.838,0.0002501011007091951,444,0.9,0.0005292552480945262,GAT
0.822,0.839,0.003413243870970413,434,0.6,0.0013116004412444889,GAT
0.812,0.83,0.0016678935932702991,101,0.5,0.00013982282028122012,GAT
0.81,0.828,0.0017367852980721109,476,0.4,0.0005277308501860812,GAT
0.812,0.828,0.0002996754966692765,173,0.2,0.00019038941792823692,GAT
0.786,0.791,0.00027381364170214447,284,0.5,0.004831334438478074,GAT
0.814,0.822,0.00043904715454579177,174,0.6,0.001988265640095555,GAT
0.818,0.817,0.0010091249467822278,176,0.2,0.00018068981934491168,GAT
0.81,0.823,0.0007464355106380609,194,0.5,0.0010961216860431284,GAT
0.82,0.833,0.0006272909548321765,37,0.8,0.0002682566889026746,GAT
0.804,0.83,0.005010274527200987,83,0.9,0.0007015299500353516,GAT
0.826,0.836,0.0049037061496480724,434,0.6,0.001438735076163574,GAT
0.8,0.803,0.0002535707532125019,397,0.2,0.0029692510710383237,GAT
0.822,0.834,0.0005457341632260695,315,0.3,0.00017379999353901384,GAT
0.806,0.824,0.0024696986207250627,113,0.3,0.0003133562848904822,GAT
0.774,0.793,0.00016186348501827098,253,0.9,0.0074617123332817925,GAT
0.804,0.811,0.003862023319439237,393,0.1,0.00025787034894171243,GAT
0.796,0.801,0.009154338448790562,254,0.1,0.0003971449706274729,GAT
0.792,0.796,0.00013876102121013596,137,0.5,0.0036905911504957387,GAT
0.82,0.835,0.00043861685175962655,223,0.9,0.0001756219957633665,GAT
0.812,0.836,0.005021575029948669,182,0.9,0.0001806045246468012,GAT
0.816,0.837,0.0001345843796655443,494,0.8,0.000487807447726219,GAT
0.722,0.732,0.0023570256407310854,83,0.2,0.005569697450057305,GAT
0.814,0.829,0.0017757555725307155,84,0.4,0.0011273234809305018,GAT
0.826,0.831,0.002998747001062664,200,0.5,0.0005322589630222451,GAT
0.752,0.751,0.008037758613231472,472,0.9,0.004138091227890182,GAT
0.804,0.815,0.00012666769477024807,374,0.1,0.0005612655988937588,GAT
0.696,0.736,0.007965008444497474,442,0.9,0.008200172798448903,GAT
0.798,0.801,0.0009155817525418124,43,0.2,0.00012747260218814196,GAT
0.82,0.841,0.0021592207486851012,168,0.9,0.0006549811789113387,GAT
0.792,0.806,0.008156469321301527,243,0.2,0.004093299788810459,GAT
0.8,0.816,0.00011266535315922234,385,0.2,0.0005023162227455424,GAT
0.826,0.84,0.003143376011784913,267,0.7,0.00017179062581145965,GAT
0.816,0.834,0.0022980576745067795,230,0.6,0.0001273652442070533,GAT
0.814,0.837,0.00029054981695958725,206,0.7,0.0002524143919026601,GAT
0.802,0.806,0.000156310810961903,486,0.1,0.0001970777527174013,GAT
0.804,0.824,0.007002842843103859,414,0.7,0.0032783641935110745,GAT
0.668,0.675,0.004459911125393307,500,0.8,0.007799970175955465,GAT
0.498,0.481,0.00555896889911224,206,0.2,0.008959750284747839,GAT
0.806,0.821,0.0016461017521653234,449,0.1,0.00016647326231678588,GAT
0.786,0.807,0.003240548517602496,387,0.7,0.0052594454339162855,GAT
