Epoch: 001, Loss: 1.944153, Train: 0.185714, Val: 0.150000, Test: 0.151000, Test_acc_best: 0.151000
Epoch: 002, Loss: 1.948467, Train: 0.171429, Val: 0.166000, Test: 0.146000, Test_acc_best: 0.151000
Epoch: 003, Loss: 1.953294, Train: 0.192857, Val: 0.158000, Test: 0.152000, Test_acc_best: 0.152000
Epoch: 004, Loss: 1.943851, Train: 0.221429, Val: 0.170000, Test: 0.155000, Test_acc_best: 0.155000
Epoch: 005, Loss: 1.943323, Train: 0.250000, Val: 0.170000, Test: 0.151000, Test_acc_best: 0.155000
Epoch: 006, Loss: 1.945646, Train: 0.271429, Val: 0.182000, Test: 0.159000, Test_acc_best: 0.159000
Epoch: 007, Loss: 1.949024, Train: 0.292857, Val: 0.186000, Test: 0.169000, Test_acc_best: 0.169000
Epoch: 008, Loss: 1.944302, Train: 0.292857, Val: 0.184000, Test: 0.173000, Test_acc_best: 0.173000
Epoch: 009, Loss: 1.949655, Train: 0.292857, Val: 0.188000, Test: 0.166000, Test_acc_best: 0.173000
Epoch: 010, Loss: 1.958527, Train: 0.292857, Val: 0.174000, Test: 0.156000, Test_acc_best: 0.173000
Epoch: 011, Loss: 1.946033, Train: 0.300000, Val: 0.176000, Test: 0.158000, Test_acc_best: 0.173000
Epoch: 012, Loss: 1.946069, Train: 0.292857, Val: 0.176000, Test: 0.158000, Test_acc_best: 0.173000
Epoch: 013, Loss: 1.950532, Train: 0.278571, Val: 0.168000, Test: 0.154000, Test_acc_best: 0.173000
Epoch: 014, Loss: 1.946885, Train: 0.278571, Val: 0.160000, Test: 0.151000, Test_acc_best: 0.173000
Epoch: 015, Loss: 1.940233, Train: 0.271429, Val: 0.160000, Test: 0.153000, Test_acc_best: 0.173000
Epoch: 016, Loss: 1.950045, Train: 0.271429, Val: 0.158000, Test: 0.155000, Test_acc_best: 0.173000
Epoch: 017, Loss: 1.946081, Train: 0.285714, Val: 0.158000, Test: 0.155000, Test_acc_best: 0.173000
Epoch: 018, Loss: 1.934656, Train: 0.292857, Val: 0.162000, Test: 0.159000, Test_acc_best: 0.173000
Epoch: 019, Loss: 1.944608, Train: 0.300000, Val: 0.168000, Test: 0.165000, Test_acc_best: 0.173000
Epoch: 020, Loss: 1.942204, Train: 0.314286, Val: 0.170000, Test: 0.166000, Test_acc_best: 0.173000
Epoch: 021, Loss: 1.950601, Train: 0.335714, Val: 0.186000, Test: 0.172000, Test_acc_best: 0.173000
Epoch: 022, Loss: 1.940177, Train: 0.357143, Val: 0.184000, Test: 0.177000, Test_acc_best: 0.177000
Epoch: 023, Loss: 1.947611, Train: 0.364286, Val: 0.182000, Test: 0.184000, Test_acc_best: 0.184000
Epoch: 024, Loss: 1.943299, Train: 0.378571, Val: 0.184000, Test: 0.192000, Test_acc_best: 0.192000
Epoch: 025, Loss: 1.936659, Train: 0.378571, Val: 0.196000, Test: 0.189000, Test_acc_best: 0.192000
Epoch: 026, Loss: 1.951580, Train: 0.364286, Val: 0.204000, Test: 0.193000, Test_acc_best: 0.193000
Epoch: 027, Loss: 1.949531, Train: 0.385714, Val: 0.210000, Test: 0.200000, Test_acc_best: 0.200000
Epoch: 028, Loss: 1.945476, Train: 0.378571, Val: 0.206000, Test: 0.198000, Test_acc_best: 0.200000
Epoch: 029, Loss: 1.944448, Train: 0.400000, Val: 0.210000, Test: 0.205000, Test_acc_best: 0.205000
Epoch: 030, Loss: 1.942086, Train: 0.392857, Val: 0.214000, Test: 0.206000, Test_acc_best: 0.206000
Epoch: 031, Loss: 1.941469, Train: 0.392857, Val: 0.204000, Test: 0.207000, Test_acc_best: 0.207000
Epoch: 032, Loss: 1.936508, Train: 0.407143, Val: 0.204000, Test: 0.201000, Test_acc_best: 0.207000
Epoch: 033, Loss: 1.947271, Train: 0.378571, Val: 0.196000, Test: 0.203000, Test_acc_best: 0.207000
Epoch: 034, Loss: 1.936772, Train: 0.378571, Val: 0.194000, Test: 0.207000, Test_acc_best: 0.207000
Epoch: 035, Loss: 1.937837, Train: 0.385714, Val: 0.196000, Test: 0.206000, Test_acc_best: 0.207000
Epoch: 036, Loss: 1.947328, Train: 0.385714, Val: 0.196000, Test: 0.211000, Test_acc_best: 0.211000
Epoch: 037, Loss: 1.955800, Train: 0.400000, Val: 0.204000, Test: 0.219000, Test_acc_best: 0.219000
Epoch: 038, Loss: 1.946123, Train: 0.407143, Val: 0.218000, Test: 0.231000, Test_acc_best: 0.231000
Epoch: 039, Loss: 1.947489, Train: 0.421429, Val: 0.220000, Test: 0.238000, Test_acc_best: 0.238000
Epoch: 040, Loss: 1.944803, Train: 0.450000, Val: 0.224000, Test: 0.246000, Test_acc_best: 0.246000
Epoch: 041, Loss: 1.949238, Train: 0.485714, Val: 0.252000, Test: 0.258000, Test_acc_best: 0.258000
Epoch: 042, Loss: 1.937007, Train: 0.500000, Val: 0.272000, Test: 0.282000, Test_acc_best: 0.282000
Epoch: 043, Loss: 1.939940, Train: 0.535714, Val: 0.294000, Test: 0.307000, Test_acc_best: 0.307000
Epoch: 044, Loss: 1.941576, Train: 0.557143, Val: 0.306000, Test: 0.318000, Test_acc_best: 0.318000
Epoch: 045, Loss: 1.938392, Train: 0.592857, Val: 0.306000, Test: 0.326000, Test_acc_best: 0.326000
Epoch: 046, Loss: 1.946313, Train: 0.607143, Val: 0.330000, Test: 0.329000, Test_acc_best: 0.329000
Epoch: 047, Loss: 1.925910, Train: 0.621429, Val: 0.334000, Test: 0.334000, Test_acc_best: 0.334000
Epoch: 048, Loss: 1.939668, Train: 0.635714, Val: 0.338000, Test: 0.346000, Test_acc_best: 0.346000
Epoch: 049, Loss: 1.948720, Train: 0.621429, Val: 0.332000, Test: 0.350000, Test_acc_best: 0.350000
Epoch: 050, Loss: 1.940162, Train: 0.628571, Val: 0.350000, Test: 0.360000, Test_acc_best: 0.360000
Epoch: 051, Loss: 1.935026, Train: 0.650000, Val: 0.358000, Test: 0.368000, Test_acc_best: 0.368000
Epoch: 052, Loss: 1.941337, Train: 0.642857, Val: 0.360000, Test: 0.372000, Test_acc_best: 0.372000
Epoch: 053, Loss: 1.939865, Train: 0.642857, Val: 0.372000, Test: 0.377000, Test_acc_best: 0.377000
Epoch: 054, Loss: 1.939681, Train: 0.657143, Val: 0.382000, Test: 0.389000, Test_acc_best: 0.389000
Epoch: 055, Loss: 1.940299, Train: 0.664286, Val: 0.386000, Test: 0.396000, Test_acc_best: 0.396000
Epoch: 056, Loss: 1.938916, Train: 0.650000, Val: 0.392000, Test: 0.395000, Test_acc_best: 0.396000
Epoch: 057, Loss: 1.940318, Train: 0.650000, Val: 0.392000, Test: 0.396000, Test_acc_best: 0.396000
Epoch: 058, Loss: 1.944885, Train: 0.628571, Val: 0.394000, Test: 0.395000, Test_acc_best: 0.396000
Epoch: 059, Loss: 1.939856, Train: 0.635714, Val: 0.390000, Test: 0.395000, Test_acc_best: 0.396000
Epoch: 060, Loss: 1.938393, Train: 0.635714, Val: 0.386000, Test: 0.384000, Test_acc_best: 0.396000
Epoch: 061, Loss: 1.943690, Train: 0.635714, Val: 0.384000, Test: 0.380000, Test_acc_best: 0.396000
Epoch: 062, Loss: 1.942371, Train: 0.635714, Val: 0.390000, Test: 0.381000, Test_acc_best: 0.396000
Epoch: 063, Loss: 1.935225, Train: 0.642857, Val: 0.390000, Test: 0.382000, Test_acc_best: 0.396000
Epoch: 064, Loss: 1.936908, Train: 0.650000, Val: 0.390000, Test: 0.385000, Test_acc_best: 0.396000
Epoch: 065, Loss: 1.933223, Train: 0.650000, Val: 0.398000, Test: 0.389000, Test_acc_best: 0.396000
Epoch: 066, Loss: 1.945377, Train: 0.642857, Val: 0.398000, Test: 0.398000, Test_acc_best: 0.398000
Epoch: 067, Loss: 1.934438, Train: 0.621429, Val: 0.402000, Test: 0.408000, Test_acc_best: 0.408000
Epoch: 068, Loss: 1.937717, Train: 0.621429, Val: 0.408000, Test: 0.415000, Test_acc_best: 0.415000
