Epoch: 001, Loss: 1.949991, Train: 0.185714, Val: 0.228000, Test: 0.198000, Test_acc_best: 0.198000
Epoch: 002, Loss: 1.943485, Train: 0.221429, Val: 0.228000, Test: 0.230000, Test_acc_best: 0.230000
Epoch: 003, Loss: 1.943626, Train: 0.350000, Val: 0.256000, Test: 0.247000, Test_acc_best: 0.247000
Epoch: 004, Loss: 1.949681, Train: 0.385714, Val: 0.278000, Test: 0.265000, Test_acc_best: 0.265000
Epoch: 005, Loss: 1.941632, Train: 0.471429, Val: 0.324000, Test: 0.308000, Test_acc_best: 0.308000
Epoch: 006, Loss: 1.945407, Train: 0.564286, Val: 0.400000, Test: 0.387000, Test_acc_best: 0.387000
Epoch: 007, Loss: 1.938441, Train: 0.585714, Val: 0.428000, Test: 0.428000, Test_acc_best: 0.428000
Epoch: 008, Loss: 1.936628, Train: 0.600000, Val: 0.454000, Test: 0.469000, Test_acc_best: 0.469000
Epoch: 009, Loss: 1.938847, Train: 0.642857, Val: 0.480000, Test: 0.496000, Test_acc_best: 0.496000
Epoch: 010, Loss: 1.935708, Train: 0.664286, Val: 0.488000, Test: 0.515000, Test_acc_best: 0.515000
Epoch: 011, Loss: 1.932754, Train: 0.671429, Val: 0.498000, Test: 0.517000, Test_acc_best: 0.517000
Epoch: 012, Loss: 1.935839, Train: 0.685714, Val: 0.506000, Test: 0.519000, Test_acc_best: 0.519000
Epoch: 013, Loss: 1.931080, Train: 0.700000, Val: 0.512000, Test: 0.514000, Test_acc_best: 0.519000
Epoch: 014, Loss: 1.932283, Train: 0.685714, Val: 0.498000, Test: 0.507000, Test_acc_best: 0.519000
Epoch: 015, Loss: 1.929333, Train: 0.692857, Val: 0.480000, Test: 0.499000, Test_acc_best: 0.519000
Epoch: 016, Loss: 1.929335, Train: 0.692857, Val: 0.472000, Test: 0.483000, Test_acc_best: 0.519000
Epoch: 017, Loss: 1.929885, Train: 0.685714, Val: 0.474000, Test: 0.475000, Test_acc_best: 0.519000
Epoch: 018, Loss: 1.925867, Train: 0.685714, Val: 0.476000, Test: 0.470000, Test_acc_best: 0.519000
Epoch: 019, Loss: 1.922709, Train: 0.685714, Val: 0.484000, Test: 0.475000, Test_acc_best: 0.519000
Epoch: 020, Loss: 1.922925, Train: 0.721429, Val: 0.486000, Test: 0.487000, Test_acc_best: 0.519000
Epoch: 021, Loss: 1.920726, Train: 0.728571, Val: 0.490000, Test: 0.494000, Test_acc_best: 0.519000
Epoch: 022, Loss: 1.916793, Train: 0.742857, Val: 0.492000, Test: 0.496000, Test_acc_best: 0.519000
Epoch: 023, Loss: 1.917789, Train: 0.742857, Val: 0.494000, Test: 0.494000, Test_acc_best: 0.519000
Epoch: 024, Loss: 1.921248, Train: 0.742857, Val: 0.484000, Test: 0.485000, Test_acc_best: 0.519000
Epoch: 025, Loss: 1.919731, Train: 0.735714, Val: 0.490000, Test: 0.487000, Test_acc_best: 0.519000
Epoch: 026, Loss: 1.911100, Train: 0.742857, Val: 0.492000, Test: 0.488000, Test_acc_best: 0.519000
Epoch: 027, Loss: 1.918706, Train: 0.735714, Val: 0.484000, Test: 0.492000, Test_acc_best: 0.519000
