Epoch: 001, Loss: 1.945875, Train: 0.564286, Val: 0.462000, Test: 0.462000, Val_acc_best: 0.462000, Test_acc_best: 0.462000
Epoch: 002, Loss: 1.937412, Train: 0.571429, Val: 0.434000, Test: 0.438000, Val_acc_best: 0.462000, Test_acc_best: 0.462000
Epoch: 003, Loss: 1.926881, Train: 0.571429, Val: 0.428000, Test: 0.437000, Val_acc_best: 0.462000, Test_acc_best: 0.462000
Epoch: 004, Loss: 1.906369, Train: 0.664286, Val: 0.450000, Test: 0.467000, Val_acc_best: 0.462000, Test_acc_best: 0.467000
Epoch: 005, Loss: 1.888235, Train: 0.942857, Val: 0.476000, Test: 0.490000, Val_acc_best: 0.476000, Test_acc_best: 0.490000
Epoch: 006, Loss: 1.875306, Train: 0.950000, Val: 0.694000, Test: 0.703000, Val_acc_best: 0.694000, Test_acc_best: 0.703000
Epoch: 007, Loss: 1.855874, Train: 0.957143, Val: 0.920000, Test: 0.932000, Val_acc_best: 0.920000, Test_acc_best: 0.932000
Epoch: 008, Loss: 1.856201, Train: 0.964286, Val: 0.940000, Test: 0.956000, Val_acc_best: 0.940000, Test_acc_best: 0.956000
Epoch: 009, Loss: 1.845444, Train: 0.957143, Val: 0.948000, Test: 0.959000, Val_acc_best: 0.948000, Test_acc_best: 0.959000
Epoch: 010, Loss: 1.826466, Train: 0.957143, Val: 0.950000, Test: 0.961000, Val_acc_best: 0.950000, Test_acc_best: 0.961000
Epoch: 011, Loss: 1.817040, Train: 0.957143, Val: 0.952000, Test: 0.959000, Val_acc_best: 0.952000, Test_acc_best: 0.961000
Epoch: 012, Loss: 1.791810, Train: 0.957143, Val: 0.952000, Test: 0.959000, Val_acc_best: 0.952000, Test_acc_best: 0.961000
Epoch: 013, Loss: 1.778972, Train: 0.964286, Val: 0.952000, Test: 0.961000, Val_acc_best: 0.952000, Test_acc_best: 0.961000
Epoch: 014, Loss: 1.726266, Train: 0.964286, Val: 0.954000, Test: 0.961000, Val_acc_best: 0.954000, Test_acc_best: 0.961000
Epoch: 015, Loss: 1.745604, Train: 0.964286, Val: 0.958000, Test: 0.964000, Val_acc_best: 0.958000, Test_acc_best: 0.964000
Epoch: 016, Loss: 1.708161, Train: 0.964286, Val: 0.958000, Test: 0.965000, Val_acc_best: 0.958000, Test_acc_best: 0.965000
Epoch: 017, Loss: 1.720626, Train: 0.964286, Val: 0.960000, Test: 0.965000, Val_acc_best: 0.960000, Test_acc_best: 0.965000
Epoch: 018, Loss: 1.658134, Train: 0.964286, Val: 0.962000, Test: 0.969000, Val_acc_best: 0.962000, Test_acc_best: 0.969000
Epoch: 019, Loss: 1.653792, Train: 0.985714, Val: 0.970000, Test: 0.971000, Val_acc_best: 0.970000, Test_acc_best: 0.971000
Epoch: 020, Loss: 1.639284, Train: 0.985714, Val: 0.970000, Test: 0.972000, Val_acc_best: 0.970000, Test_acc_best: 0.972000
Epoch: 021, Loss: 1.617627, Train: 0.985714, Val: 0.970000, Test: 0.972000, Val_acc_best: 0.970000, Test_acc_best: 0.972000
Epoch: 022, Loss: 1.567953, Train: 0.985714, Val: 0.972000, Test: 0.974000, Val_acc_best: 0.972000, Test_acc_best: 0.974000
Epoch: 023, Loss: 1.525710, Train: 0.992857, Val: 0.972000, Test: 0.974000, Val_acc_best: 0.972000, Test_acc_best: 0.974000
Epoch: 024, Loss: 1.542153, Train: 0.992857, Val: 0.972000, Test: 0.973000, Val_acc_best: 0.972000, Test_acc_best: 0.974000
Epoch: 025, Loss: 1.445269, Train: 0.992857, Val: 0.972000, Test: 0.973000, Val_acc_best: 0.972000, Test_acc_best: 0.974000
Epoch: 026, Loss: 1.476691, Train: 0.992857, Val: 0.968000, Test: 0.971000, Val_acc_best: 0.972000, Test_acc_best: 0.974000
