val_acc,test_acc,lr,hidden_layer,dropout,weight_decay,GNN
0.714,0.735,0.00010231425949645637,17,0.3,0.0028972109138846666,GCN
0.81,0.832,0.001534523940246145,350,0.9,0.00019689804313084995,GCN
0.802,0.827,0.0025734589680435176,457,0.4,0.0004400419347367666,GCN
0.806,0.815,0.004368223985337297,181,0.5,0.004577259275685804,GCN
0.802,0.825,0.005936269333002838,266,0.3,0.00035263927111112554,GCN
0.81,0.811,0.005910358949837715,58,0.3,0.0018899020714943859,GCN
0.804,0.819,0.0007086619393731879,366,0.3,0.0019243571351789171,GCN
0.8,0.827,0.002252660216345101,42,0.7,0.00019238145069233047,GCN
0.792,0.82,0.00011973187889135398,398,0.4,0.00025020596922807137,GCN
0.806,0.821,0.003252682100148836,22,0.4,0.00019920870264629318,GCN
0.812,0.828,0.0003501298582230843,288,0.5,0.00019487224308669754,GCN
0.784,0.802,0.0001205377465141782,238,0.7,0.0005964046660748791,GCN
0.804,0.814,0.006368869372124997,83,0.9,0.0037116552334852575,GCN
0.796,0.817,0.0008391393537625039,124,0.5,0.0007605133111919518,GCN
0.79,0.806,0.0006877368952067392,401,0.6,0.008236769932560605,GCN
0.808,0.824,0.009837276641144898,37,0.9,0.0003704113466462238,GCN
0.806,0.819,0.004660829513805499,319,0.4,0.0004941040549853188,GCN
0.792,0.806,0.0001799387959841447,275,0.5,0.0037037046230919573,GCN
0.804,0.812,0.0015822434907240973,398,0.7,0.00608236581781624,GCN
0.784,0.792,0.0002527649231044495,340,0.2,0.00746515353813845,GCN
0.808,0.833,0.0076949874053207756,198,0.8,0.00014155971996744485,GCN
0.802,0.812,0.00010856653550389802,216,0.5,0.0019630839515196287,GCN
0.814,0.822,0.00709573027485733,81,0.4,0.0018583776941205297,GCN
0.804,0.821,0.0007534306853707698,411,0.6,0.0004575182866141898,GCN
0.816,0.82,0.005434324100185232,37,0.7,0.006206026815459926,GCN
0.802,0.813,0.0017833590365563233,441,0.9,0.0023970114217684822,GCN
0.802,0.809,0.0007704928452941897,411,0.9,0.003708860968983687,GCN
0.798,0.805,0.0007276113465554663,388,0.6,0.008410762739999151,GCN
0.81,0.836,0.0007926202916313369,101,0.9,0.0002177441389594274,GCN
0.798,0.808,0.000388211221367873,28,0.1,0.0002875360799074821,GCN
0.8,0.81,0.004620224858491705,69,0.3,0.002673891022408978,GCN
0.808,0.825,0.00023629212256085711,491,0.6,0.0004222754844489504,GCN
0.806,0.827,0.003097460369834123,87,0.4,0.00018318644685581773,GCN
0.794,0.809,0.00011870720031233086,256,0.7,0.0020799862444354695,GCN
0.752,0.781,0.0008306408568919166,22,0.9,0.0009616683936573904,GCN
0.764,0.774,0.00039353377844709325,53,0.2,0.006882454767302952,GCN
0.8,0.817,0.0005060738823483763,368,0.4,0.0016489159710202038,GCN
0.81,0.809,0.0007711738608376745,325,0.7,0.005082705689343452,GCN
0.754,0.75,0.0001089843829666615,10,0.7,0.00013445355881956789,GCN
0.806,0.815,0.002354297816103775,88,0.4,0.002442079844500982,GCN
0.768,0.781,0.00011508674337892099,67,0.5,0.0003663032649017399,GCN
0.804,0.83,0.0012619374931500036,68,0.8,0.0006034210360988283,GCN
0.798,0.814,0.00012355134601375179,311,0.2,0.0016318302568213107,GCN
0.808,0.823,0.0026852448983425144,145,0.1,0.0002877136393378059,GCN
0.808,0.819,0.004017015995634974,476,0.8,0.005742620698468555,GCN
0.814,0.821,0.004336209865089651,112,0.6,0.006275807140066721,GCN
0.804,0.824,0.0011195801532442571,293,0.7,0.0005519078451561296,GCN
0.8,0.821,0.009610556466136391,330,0.1,0.00017001003830008376,GCN
0.812,0.821,0.004573691286467254,477,0.7,0.00343934742629395,GCN
0.784,0.798,0.0001225800096529023,301,0.3,0.0033103818577919584,GCN
0.81,0.811,0.0024655660068326896,421,0.3,0.006440545460456577,GCN
0.814,0.818,0.008376326111322671,116,0.8,0.006260248112103986,GCN
0.806,0.83,0.006037643380859641,454,0.6,0.00020362406326203118,GCN
0.806,0.815,0.004069727308389048,311,0.6,0.0043318171893860224,GCN
0.808,0.816,0.0004760568690777903,92,0.2,0.0017570583242562305,GCN
0.804,0.824,0.00032619521482951224,238,0.5,0.0005465456071694906,GCN
0.81,0.83,0.00031499339743385006,327,0.5,0.00022210173735166594,GCN
0.812,0.821,0.007554208267681856,295,0.5,0.003288917294201232,GCN
0.806,0.812,0.002586660210844801,265,0.4,0.00850735823609552,GCN
0.8,0.814,0.0006981881535548492,218,0.9,0.0008648714498589218,GCN
0.792,0.809,0.000435713947499353,272,0.8,0.002321294136053722,GCN
0.816,0.819,0.007423422587187996,467,0.3,0.007206576780043048,GCN
0.724,0.758,0.00019771730868273476,26,0.9,0.008434864003450109,GCN
0.77,0.784,0.00037178214953910535,73,0.4,0.007856294496820486,GCN
0.794,0.802,0.00026939803961798853,270,0.2,0.004778030512006391,GCN
0.798,0.813,0.00020832764703784373,42,0.1,0.000282104598137819,GCN
0.806,0.829,0.00045895100792979563,253,0.8,0.00013442838146006289,GCN
0.812,0.825,0.001301496191314102,182,0.7,0.00029270203058992636,GCN
0.804,0.825,0.0006806211383674143,461,0.9,0.0006276636010908095,GCN
0.79,0.805,0.00028219827584423173,449,0.7,0.00492814370727879,GCN
0.794,0.808,0.0009790920361165505,245,0.3,0.007574966293162269,GCN
0.8,0.811,0.0008078857274117004,336,0.7,0.009973576795699008,GCN
0.802,0.818,0.008155102183726162,27,0.5,0.00014725733539368857,GCN
0.786,0.793,0.00015063225639114,401,0.7,0.004270081040862982,GCN
0.784,0.807,0.0012264843528213135,254,0.9,0.009138184563712537,GCN
0.794,0.8,0.0007014062221148178,227,0.8,0.006457963745698424,GCN
0.804,0.827,0.003367717226975431,451,0.6,0.0004498166502285954,GCN
0.784,0.809,0.0002702125724650635,35,0.9,0.00047427984220967806,GCN
0.804,0.822,0.0016170390715772537,408,0.2,0.00016670457423644268,GCN
0.804,0.822,0.0009762052368778792,104,0.6,0.00013020777891768203,GCN
0.81,0.831,0.001289715933292289,161,0.7,0.00027384793586412683,GCN
0.802,0.824,0.003234969616812128,102,0.9,0.0006397427313978975,GCN
0.798,0.81,0.0005194768700030072,234,0.8,0.0035145546934334843,GCN
0.75,0.766,0.00019035031941771704,109,0.9,0.007703638721435972,GCN
0.798,0.817,0.005206444009293169,11,0.6,0.0004871162694518338,GCN
0.814,0.819,0.00802882466215435,171,0.4,0.0045678757567255875,GCN
0.804,0.815,0.0005654858739983492,21,0.6,0.001391431067619229,GCN
0.808,0.818,0.002681664592080448,351,0.3,0.001877928653802681,GCN
0.808,0.817,0.004663713421131709,80,0.7,0.005495350117489275,GCN
0.794,0.822,0.0005164643613919928,197,0.9,0.001778299502038684,GCN
0.808,0.817,0.005288343742217733,233,0.3,0.002048291658363615,GCN
0.814,0.822,0.007195823043509866,300,0.9,0.00542595457261679,GCN
0.798,0.821,0.0006413925936565744,461,0.5,0.0012846386526886883,GCN
0.802,0.821,0.0014163926728564937,401,0.1,0.0003411663525211967,GCN
0.808,0.83,0.006506734884260749,176,0.6,0.0006477726992115105,GCN
0.806,0.815,0.0028677545508496395,206,0.3,0.005061955495191406,GCN
0.802,0.812,0.0009873924940686928,327,0.2,0.0027274425109280274,GCN
0.81,0.83,0.002260532811713777,170,0.9,0.0003155029522359851,GCN
0.794,0.82,0.00017475316163637465,289,0.6,0.00023733608114460497,GCN
0.804,0.83,0.0011469166857043583,176,0.9,0.0005416597173564647,GCN
0.804,0.823,0.0011845527880872358,68,0.4,0.00044241778477067186,GCN
0.81,0.811,0.001576875739459499,349,0.4,0.002399292130014408,GCN
0.816,0.83,0.002261052610112786,247,0.8,0.00018915169617162074,GCN
0.812,0.829,0.0012193145808456751,360,0.7,0.00021317379251640758,GCN
0.794,0.814,0.00013187342132757514,266,0.2,0.0001791641152685067,GCN
0.802,0.824,0.00013220978985166207,399,0.4,0.00013446216581010248,GCN
0.792,0.805,0.0003849384992575606,163,0.7,0.00014543215393322332,GCN
0.79,0.803,0.00035925996448395365,256,0.5,0.0033944619880554956,GCN
0.8,0.812,0.0009570874561944341,493,0.7,0.0018421794570657047,GCN
0.8,0.803,0.0006606065097012368,66,0.7,0.00021342813288932367,GCN
0.798,0.808,0.0006310998461968644,285,0.8,0.0033186314749582974,GCN
0.808,0.827,0.0021016879718561005,219,0.2,0.00022945508754386055,GCN
0.784,0.792,0.00029138567013090543,49,0.2,0.0002473337413522888,GCN
0.796,0.815,0.00012293291043382706,120,0.4,0.0003276836996962147,GCN
0.798,0.82,0.0012841346552216748,258,0.2,0.0012025603561912632,GCN
0.81,0.83,0.0014938641029620533,474,0.9,0.00014534768012097746,GCN
0.806,0.825,0.006457440776457919,225,0.5,0.0008558500641651999,GCN
0.782,0.803,0.0002016467672658163,126,0.3,0.002722919758694999,GCN
0.78,0.793,0.00011847515364058708,181,0.9,0.0003223522350539371,GCN
0.8,0.821,0.001452843193100599,117,0.4,0.0005793527790385863,GCN
0.776,0.812,0.0004281831330698094,35,0.9,0.004735874055260746,GCN
0.804,0.822,0.001785819417155311,473,0.4,0.0014868767016870273,GCN
0.78,0.796,0.00025784026470858655,260,0.7,0.0008303039246382538,GCN
0.804,0.808,0.0008084247973604679,441,0.1,0.0038811432153238188,GCN
0.802,0.821,0.00033812278011165816,226,0.2,0.00013264602189641124,GCN
0.78,0.797,0.0013933123315684674,29,0.7,0.004837405692607029,GCN
0.798,0.824,0.00038097785602482693,445,0.3,0.0007976469448040934,GCN
0.812,0.826,0.0008150718394959361,305,0.9,0.0004118732965239184,GCN
0.796,0.821,0.0012147563785527959,114,0.6,0.00013671718530054437,GCN
0.802,0.823,0.003615002258233944,492,0.4,0.0006395930598510517,GCN
0.814,0.823,0.005238841524803457,424,0.2,0.004217079306568505,GCN
0.798,0.819,0.0004741465693785925,84,0.1,0.00025228270288947714,GCN
0.8,0.809,0.0019889904920259624,31,0.6,0.002762036580750732,GCN
0.796,0.818,0.00017107145341158133,482,0.4,0.0012647580624363416,GCN
0.8,0.818,0.00046385124906723525,292,0.9,0.0016583860577766144,GCN
0.8,0.831,0.0004691898937590771,406,0.9,0.00012143589316464482,GCN
0.808,0.835,0.001486357444619047,35,0.7,0.000197759964810256,GCN
0.77,0.788,0.00013444967004642497,157,0.1,0.009849353799818158,GCN
0.792,0.812,0.0001223618644464452,234,0.7,0.0003225701894287095,GCN
0.806,0.823,0.0031904355012679513,33,0.3,0.0011124994348961832,GCN
0.796,0.809,0.00019913993967811769,356,0.2,0.0025966824824803533,GCN
0.804,0.83,0.004505698515296993,437,0.4,0.0002654681704100188,GCN
0.804,0.814,0.0002138090575566927,243,0.6,0.00011652457249380027,GCN
0.798,0.827,0.0006066341552409792,149,0.4,0.00038173253664330084,GCN
0.808,0.817,0.0033943915895838033,452,0.3,0.004558573342315248,GCN
0.774,0.799,0.00025125789754597435,201,0.6,0.0014113935726261088,GCN
0.796,0.823,0.0004028261486102418,488,0.5,0.00010335978910322409,GCN
0.794,0.806,0.000447411015521565,327,0.6,0.005511144363049029,GCN
0.788,0.8,0.00015944847576924333,346,0.7,0.0004284531265483259,GCN
0.808,0.829,0.002809191047151894,344,0.6,0.00025282312079636575,GCN
0.804,0.822,0.0005343930973490707,393,0.7,0.0007539891156763468,GCN
0.804,0.825,0.000727088313390354,44,0.8,0.00010528820229228805,GCN
0.808,0.817,0.0033827656932482763,438,0.1,0.002572503479051509,GCN
0.81,0.813,0.006155900398224295,137,0.2,0.005878294277761973,GCN
0.798,0.828,0.002484661341095782,17,0.8,0.0005787629433655857,GCN
0.812,0.83,0.0013651980273341727,226,0.9,0.0002701514190278739,GCN
0.796,0.81,0.0005904309978243577,15,0.4,0.00020486706086822733,GCN
0.796,0.817,0.0003360319142499924,319,0.9,0.001409515162448767,GCN
0.804,0.824,0.002889880818692577,348,0.1,0.00019757283769625736,GCN
0.81,0.829,0.0018566968800158713,476,0.8,0.00014187950801027287,GCN
0.784,0.808,0.00029280287093246633,46,0.2,0.0003387630076624596,GCN
0.81,0.82,0.004941067742619237,295,0.8,0.0017726263832900557,GCN
0.806,0.827,0.0047338814984526105,207,0.3,0.0001922996166354403,GCN
0.812,0.827,0.0011581867613199605,119,0.3,0.00034002774311135616,GCN
0.802,0.82,0.0017340921786601587,83,0.1,0.0011648291664424057,GCN
0.81,0.834,0.006572384678940429,174,0.9,0.0001342318551564469,GCN
0.806,0.824,0.0016353309003800695,69,0.1,0.0006352476728324427,GCN
0.79,0.805,0.0005827997252237874,271,0.8,0.0038667675326436064,GCN
0.81,0.82,0.005771477537072612,139,0.4,0.0011837603163119637,GCN
0.806,0.812,0.001698994142042552,355,0.1,0.004371948265801647,GCN
0.804,0.821,0.0010069578844292507,436,0.2,0.0015589678416722571,GCN
0.8,0.825,0.0014829879167545556,56,0.2,0.0003262150716447012,GCN
0.806,0.821,0.0075993536957642445,63,0.1,0.00013546282901340717,GCN
0.796,0.815,0.0006337136430548017,442,0.9,0.0019424859422547765,GCN
0.8,0.823,0.0009022893121056859,189,0.8,0.0007315722110760692,GCN
0.806,0.829,0.0004300674207806712,207,0.9,0.0002826423601832709,GCN
0.81,0.817,0.004081011256638593,189,0.1,0.006088794869688563,GCN
0.768,0.792,0.00010554927555642744,96,0.6,0.0022117305297747318,GCN
0.812,0.823,0.00946149960565311,131,0.7,0.003856841628979457,GCN
0.756,0.775,0.00015064860741729845,64,0.3,0.0030516949071699934,GCN
0.808,0.83,0.001430958623484162,152,0.6,0.0004944349027205894,GCN
0.806,0.832,0.004450296541977875,464,0.6,0.00029002578753916964,GCN
0.798,0.818,0.00026887697952459233,472,0.1,0.001072093659608132,GCN
0.808,0.826,0.002059264701262289,398,0.3,0.0004588724442469741,GCN
0.798,0.814,0.0004311136720566451,190,0.1,0.0016645742791372806,GCN
0.796,0.823,0.0003876465194117725,146,0.3,0.0006681893453629636,GCN
0.75,0.785,0.00023444716360666247,147,0.6,0.006433069789988971,GCN
0.804,0.822,0.001017036770501193,204,0.3,0.00011456378311847231,GCN
