val_acc,test_acc,lr,hidden_layer,dropout,weight_decay,GNN
0.81,0.827,0.0003435729863580879,479,0.4,0.0002483553186014167,GCN
0.744,0.77,0.00011358552318386108,91,0.4,0.0005904497788526904,GCN
0.816,0.833,0.0016735193513684747,409,0.9,0.00019834346512393987,GCN
0.79,0.814,0.00018705418615102008,195,0.2,0.00011373381107913912,GCN
0.802,0.821,0.001383658052371005,449,0.1,0.0003496796184569635,GCN
0.804,0.82,0.005966513648876007,100,0.8,0.0013885589667827272,GCN
0.794,0.824,0.0007378420570729953,348,0.5,0.0007943772045901874,GCN
0.8,0.818,0.0013226943496067597,60,0.6,0.0009360813906601115,GCN
0.8,0.82,0.0004137746511985104,337,0.7,0.001145158124798438,GCN
0.808,0.826,0.0008666848786001195,159,0.9,0.000555690516930956,GCN
0.814,0.815,0.008645067780262883,286,0.9,0.0028072821002030537,GCN
0.804,0.821,0.0003932901988086813,418,0.4,0.00013476314792896287,GCN
0.802,0.826,0.0012961233953347256,233,0.4,0.0009470836790800557,GCN
0.804,0.817,0.006869107065509689,179,0.1,0.0012505224109858478,GCN
0.804,0.825,0.0006722039592365333,274,0.5,0.00016813754789065467,GCN
0.796,0.808,0.0004241392756812254,480,0.1,0.004950552921648322,GCN
0.798,0.808,0.0008416915328650037,17,0.4,0.00022595143907573116,GCN
0.798,0.807,0.0017443875061010654,67,0.3,0.004312567558708841,GCN
0.808,0.828,0.004047302772722881,331,0.8,0.00010336301014317878,GCN
0.794,0.808,0.0013706358271800697,293,0.7,0.008843208568031825,GCN
0.802,0.821,0.0005393694948408616,236,0.8,0.0008053845363366546,GCN
0.794,0.811,0.0002339459614616838,147,0.9,0.00010216350332825375,GCN
0.814,0.821,0.007747210869039608,217,0.3,0.00587992817817598,GCN
0.81,0.816,0.005080822013217799,461,0.6,0.002338881188186216,GCN
0.808,0.824,0.007717093590843362,347,0.8,0.0005775020595827009,GCN
0.752,0.759,0.0003512892499292497,86,0.8,0.005943537434299809,GCN
0.796,0.815,0.00032678178172629036,430,0.4,0.0019080769578643606,GCN
0.806,0.828,0.0009030455719396818,198,0.8,0.00011344263715393626,GCN
0.792,0.787,0.00011453385042499689,28,0.2,0.00016542601335353037,GCN
0.806,0.811,0.0010372546021495867,475,0.4,0.007556647853956878,GCN
0.81,0.813,0.002608945305063617,349,0.3,0.0047321386851615676,GCN
0.792,0.811,0.00017185917349085846,104,0.5,0.002679942017720561,GCN
0.8,0.816,0.0017085081082462894,106,0.2,0.00011867093860880036,GCN
0.796,0.811,0.0013634469002338087,371,0.9,0.0077593969640627715,GCN
0.782,0.797,0.0003989188435778552,347,0.9,0.005504467720707805,GCN
0.798,0.823,0.0008048581011688197,61,0.8,0.0007791159651245059,GCN
0.81,0.817,0.00658402865392748,393,0.3,0.006237378207485074,GCN
0.796,0.828,0.0015916185189463223,44,0.7,0.0006217916741409154,GCN
0.732,0.769,0.00017849860967840064,81,0.4,0.0052016316707044425,GCN
0.808,0.822,0.002537709649892287,236,0.7,0.0004415744687329866,GCN
0.806,0.826,0.007190877326856247,436,0.2,0.0005071287818236777,GCN
0.762,0.782,0.00019513996994937965,355,0.9,0.005745791704057256,GCN
0.78,0.795,0.00013576775707574513,298,0.1,0.005231935565511754,GCN
0.802,0.828,0.0027238963855314487,51,0.8,0.0004542981830957972,GCN
0.796,0.81,0.0010188621897663525,432,0.9,0.002795392406186744,GCN
0.792,0.814,0.00028044890844325143,55,0.6,0.0001535483933325148,GCN
0.812,0.819,0.008568739979243723,113,0.4,0.006640855974094337,GCN
0.802,0.815,0.0022649750686043204,410,0.9,0.00878104800854874,GCN
0.804,0.826,0.001295116130847336,95,0.3,0.0011125498372588703,GCN
0.786,0.807,0.00011496500777629111,89,0.3,0.002559867113376667,GCN
0.8,0.828,0.006004007643779321,216,0.4,0.000223078915734529,GCN
0.81,0.81,0.001177830773251328,12,0.6,0.0012918309851208073,GCN
0.802,0.824,0.007059037409325233,289,0.2,0.00015397270262967538,GCN
0.8,0.826,0.0036763914799438765,83,0.2,0.0005591862593948338,GCN
0.794,0.814,0.00038671189535359067,426,0.7,0.0020677613162487954,GCN
0.81,0.826,0.00362355942073508,48,0.9,0.0005130745345956238,GCN
0.794,0.807,0.00027738048003326935,224,0.3,0.0020293129985318853,GCN
0.796,0.825,0.0008215097003675114,393,0.4,0.0008481163749493376,GCN
0.802,0.811,0.002285776592153478,271,0.8,0.006705902082626843,GCN
0.754,0.787,0.00012636444753024974,110,0.7,0.0018648484547300682,GCN
0.81,0.819,0.003931741425905234,433,0.1,0.004536298978052877,GCN
0.706,0.742,0.0008130974321065265,94,0.9,0.009381325483929039,GCN
0.79,0.804,0.0001086276841861036,314,0.3,0.00223708395954751,GCN
0.798,0.824,0.00023037734927690396,348,0.4,0.00017199622197701457,GCN
0.804,0.823,0.0004549655679823097,123,0.6,0.0005562779249623695,GCN
0.808,0.812,0.0016496327425772133,481,0.1,0.009771463477410473,GCN
0.808,0.832,0.0009978688227533874,225,0.8,0.00022045091683380413,GCN
0.792,0.822,0.00024068844613729776,198,0.1,0.0007230903977954716,GCN
0.808,0.829,0.00493090877659073,371,0.6,0.0002827346215161188,GCN
0.792,0.814,0.00018133816300574168,219,0.3,0.0001699025620486615,GCN
0.804,0.816,0.0019620907750223624,161,0.1,0.002733049331132185,GCN
0.802,0.822,0.0012643996164660842,188,0.1,0.0005208885198379339,GCN
0.804,0.816,0.0023057695466572946,269,0.8,0.0024649591934965387,GCN
0.8,0.823,0.000518206421196301,170,0.6,0.001050965503077542,GCN
0.796,0.811,0.0003927299408269033,58,0.3,0.00015530159480205865,GCN
0.786,0.809,0.00017657427157743294,379,0.2,0.00039189261333158834,GCN
0.812,0.831,0.007627600436111071,272,0.9,0.00010971872299961251,GCN
0.782,0.805,0.0001268814947690117,141,0.4,0.0011971851558646033,GCN
0.804,0.809,0.0008084283213672929,494,0.3,0.00429674131250044,GCN
0.808,0.818,0.006030643486128337,409,0.9,0.001108006120545651,GCN
0.8,0.822,0.0012734661946084214,498,0.5,0.0008830157734514684,GCN
0.804,0.815,0.006885870501686124,118,0.1,0.002282446219951999,GCN
0.786,0.803,0.00016881082718313834,364,0.9,0.0015350281616142722,GCN
0.798,0.822,0.00029684837238561296,327,0.5,0.0006813999632273633,GCN
0.798,0.818,0.0011530537389649125,26,0.6,0.001135186374695369,GCN
0.812,0.826,0.002004538016939594,55,0.8,0.0005221808351617303,GCN
0.796,0.815,0.00023666131576136575,474,0.2,0.0016456084675496915,GCN
0.802,0.815,0.0008521669167489912,308,0.3,0.0015352183770255595,GCN
0.788,0.8,0.0007029073627283796,334,0.6,0.004520753148603834,GCN
0.818,0.819,0.009307692762111642,388,0.2,0.009373836248732871,GCN
0.808,0.826,0.0036295144180060975,290,0.3,0.0003163779128631753,GCN
0.778,0.8,0.00040741752992001437,113,0.2,0.00924997472289048,GCN
0.81,0.826,0.004028036764841371,222,0.2,0.0003117684937698704,GCN
0.806,0.827,0.0014573928754862669,248,0.4,0.0004786530903388003,GCN
0.788,0.793,0.0003356814526268103,402,0.3,0.00566324659984414,GCN
0.804,0.813,0.001351737960498597,435,0.1,0.0029310130759732916,GCN
0.786,0.804,0.0001285417549604114,169,0.9,0.00018275959861867506,GCN
0.804,0.824,0.0007539533719003298,295,0.3,0.00040356424280076097,GCN
0.796,0.826,0.00017590990935966464,356,0.4,0.0004668555981193025,GCN
0.558,0.561,0.00010653424811022457,64,0.1,0.005882956265647056,GCN
0.784,0.789,0.00021361480566946793,270,0.5,0.005041730822153211,GCN
0.804,0.821,0.0009648850110507014,489,0.2,0.0011797688138049372,GCN
0.82,0.823,0.008303748555917378,476,0.9,0.002217837420838392,GCN
0.794,0.812,0.0007650083081726547,439,0.4,0.004864602912969874,GCN
0.792,0.815,0.0017250421364074123,182,0.8,0.0099999540107071,GCN
0.668,0.701,0.000890930942243828,21,0.7,0.005378652599985943,GCN
0.794,0.817,0.00014470901752898678,289,0.4,0.0001637142683896777,GCN
0.802,0.828,0.0026587859569805815,48,0.1,0.000591260898177271,GCN
0.806,0.81,0.0017328502413077713,387,0.5,0.008495974401677403,GCN
0.8,0.824,0.007916025549620783,362,0.5,0.00037861218717180856,GCN
0.81,0.825,0.002529777296700978,114,0.5,0.00019926887034677553,GCN
0.798,0.821,0.00013766818356216002,342,0.2,0.0005491072720814168,GCN
0.816,0.819,0.006250855469952095,250,0.3,0.002214153272337978,GCN
0.798,0.816,0.001046420785541726,173,0.9,0.001408500561074187,GCN
0.806,0.825,0.000805335071186118,153,0.4,0.0009094671327013488,GCN
0.788,0.805,0.00011580628981480889,295,0.5,0.0001339598968634794,GCN
0.816,0.825,0.00826864634547178,67,0.4,0.003914143524045272,GCN
0.808,0.824,0.0030091824656270183,275,0.9,0.000653129487298835,GCN
0.806,0.836,0.0010152994849287617,365,0.9,0.00014436970427589662,GCN
0.8,0.813,0.0006092484037699376,377,0.3,0.00194026836070085,GCN
0.73,0.757,0.00019307045103684673,29,0.1,0.00022044946132731988,GCN
0.788,0.803,0.00014100923898700872,320,0.6,0.003470084554956242,GCN
0.814,0.82,0.006608914699415694,145,0.7,0.008626602043918729,GCN
0.802,0.827,0.005820618249110981,402,0.4,0.00039954682764266103,GCN
0.806,0.822,0.0012136293302631705,140,0.7,0.0006721783623062548,GCN
0.812,0.818,0.0032385413529515818,489,0.6,0.004995277816265693,GCN
0.786,0.815,0.0006783882353463133,81,0.6,0.002529976054202678,GCN
0.796,0.813,0.00023836706198511787,292,0.2,0.001501762181937402,GCN
0.778,0.782,0.00012409218498834977,73,0.2,0.0007983108929885008,GCN
0.794,0.814,0.00011902022431768291,102,0.1,0.0022607581956557233,GCN
0.788,0.803,0.0003363633312525946,374,0.9,0.0036629436298023337,GCN
0.81,0.81,0.002586343411331327,295,0.3,0.0025140356884354145,GCN
0.806,0.826,0.004869756993554756,467,0.8,0.00015617941617785753,GCN
